id,gender,dob,yg,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,missing,Q1_score,Q2_score,Q3_score,Q4_score,Q5_score,Q6_score,Q7_score,Q8_score,Q9_score,Q10_score,Q11_score,Q12_score,Q13_score,Q14_score,Q15_score,Q16_score,Q17_score,Q18_score,Q19_score,Q20_score
hm93ZBUQzKKSZTMJ2Lu5O,M,2013-06-25,5,C,A,C,E,D,D,D,E,E,D,E,B,A,B,D,A,D,A,B,A,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
rZPomgxl4SXqSx6m0_CM_,F,2013-03-12,5,C,A,D,B,D,E,B,E,C,D,A,D,A,B,A,A,A,A,C,A,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1
wyC8QBgbHBseTeZ1Kam8C,M,2012-08-19,5,A,B,C,A,C,E,A,B,D,A,B,E,E,D,A,E,A,B,D,E,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
x__2mPvdfuq8cK04Ni9xR,M,2013-01-20,5,C,A,D,B,D,B,D,E,E,B,A,C,A,B,E,E,C,A,B,A,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
zhaLF5NyjE3OQQkQA9ohl,M,2012-12-22,5,C,A,D,B,D,B,D,E,C,D,A,D,E,B,B,A,A,C,C,E,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
4fJwaMSlb8fGxPW0ZmTyF,M,2012-11-23,5,C,A,B,B,D,B,D,E,A,D,E,D,E,B,A,A,A,C,C,E,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
5DcinqtMsQ-NBdsdLZnpf,M,2012-11-17,5,C,A,D,B,D,B,E,D,D,D,A,B,E,D,D,D,D,E,C,A,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
6giYQWeqVSTMAC-13uur2,F,2013-01-19,5,C,A,C,B,D,D,B,E,E,D,A,B,E,E,D,E,B,A,C,A,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1
D0aXFBhIFtPPnwrT50a-S,F,2012-10-04,5,D,A,D,B,D,D,B,E,D,B,A,C,A,D,B,E,E,A,C,E,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
EjcB4rcWTzf-xLNqvWI2q,F,2013-02-19,5,A,A,C,B,D,B,D,E,A,B,A,B,A,D,A,A,A,A,A,C,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Fb_0oSwvU9iO7sK1hbvKN,F,2013-04-15,5,A,A,C,E,B,B,D,E,E,C,A,B,A,E,A,A,D,A,B,E,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
GJbhc2zzA7_ektNNqT-nO,F,2013-03-27,5,A,E,A,B,C,E,A,E,C,E,E,E,D,B,D,A,E,A,B,E,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
LslAJk-r0Go_3teX5soef,M,2012-12-11,5,C,A,D,B,D,B,D,E,C,D,A,D,A,B,D,A,B,A,B,E,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
V8PfckG9k8gUlgCvuY1ye,M,2013-08-08,5,C,A,D,B,D,E,B,E,A,D,A,C,D,D,D,B,D,C,D,E,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0
WRqyjnOQdOFR6vDO0Iuqi,F,2013-05-10,5,E,A,B,B,D,D,D,E,E,D,A,C,A,E,D,A,D,A,B,E,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
XuTBCQtSQirVE670zXPbS,F,2012-11-29,5,A,B,D,C,E,A,D,D,A,A,E,C,D,E,C,A,E,B,D,D,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
_3ncy4SFzNTf6Qzd_hYpw,M,2013-04-19,5,D,C,A,E,B,C,A,E,B,A,D,D,A,B,D,E,A,A,C,A,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
_Ebg9ICiSExvvUnQinDQ6,M,2012-11-11,5,C,A,D,B,D,E,B,B,C,A,E,D,B,B,C,E,E,A,C,D,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0
cr13BVnm_3xSh7aEU79DI,F,2013-05-14,5,E,B,D,A,C,D,C,D,A,B,E,C,B,B,A,A,A,B,C,A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
fGUY7dbBy-98EHbs4UnN-,F,2012-12-12,5,C,A,B,B,D,A,D,E,C,D,A,D,A,D,D,A,B,A,B,A,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1
kQ2-jhiMfkhRS7KYoXT4w,M,2013-02-24,5,C,B,D,B,D,E,C,C,E,C,D,C,A,E,E,D,E,E,B,D,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
obR7hK7sULwWLtTAjfr4N,F,2013-02-28,5,C,A,D,B,D,E,C,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
vRwfA9qodVSk1ETcMllW1,F,2012-09-12,5,E,A,D,B,D,B,D,E,C,D,A,A,E,A,A,D,A,E,C,E,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
yG7wzYGeKwm6dmC1DXkBm,F,2013-05-06,5,C,A,A,B,D,B,D,E,A,C,A,C,A,B,D,A,NA,B,C,A,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,NA,0,0,1
-k6R_O8ctsvAEKplE8jhq,F,2013-01-10,5,C,A,D,B,D,E,B,B,E,D,D,D,E,D,D,D,D,E,A,E,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0Mo-boqn4U9aFzwzYOYSz,F,2012-11-27,5,C,A,D,B,D,B,A,B,A,D,A,D,A,B,D,A,A,C,D,A,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
0tKugxD_stGNaRb-vmzls,M,2013-05-21,5,C,A,C,B,D,B,D,B,C,D,A,C,A,B,D,D,D,A,B,E,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0
1YVwnipJwepMrzT-NLbw5,M,2012-11-30,5,C,A,D,B,D,E,C,D,A,D,A,B,A,B,D,A,E,A,C,A,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1
1hmruu7Qzec72ZoYG37ts,M,2012-11-21,5,C,A,D,B,D,D,D,E,E,D,E,B,D,B,E,B,A,A,B,A,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
1nw71VmohhnNkoPWR2A0J,F,2012-12-19,5,C,A,D,B,D,B,A,B,A,D,A,D,A,B,D,A,A,A,B,A,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
2M6DCCE6zHsNrenROxO_c,F,2013-02-22,5,C,A,C,B,D,A,A,E,A,D,A,D,E,A,D,C,B,B,C,A,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
2Wgy0Uv0_w2GZlqGi86b2,M,2013-08-03,5,C,A,D,B,D,B,B,C,C,D,A,D,A,B,D,A,B,B,D,A,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
2sXA4Vghk-pRMHHDfUHgy,F,2013-01-03,5,C,A,C,B,D,B,D,E,E,D,A,B,E,B,D,A,D,D,B,A,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
2zLA1G2sQGKKjiUAsNks9,F,2013-03-14,5,C,A,C,B,D,B,A,E,A,D,A,B,A,B,B,D,D,A,B,A,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1
34jJHAbH4xFrV5QPEopJ2,M,2012-10-16,5,C,A,D,B,D,E,B,E,E,E,A,B,A,D,D,A,C,A,C,A,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1
38NPyyDavD9OT0HTNPyHM,M,2013-04-01,5,A,A,C,B,D,B,D,A,E,D,A,C,A,D,D,C,D,D,B,A,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
3MCwn4jJH7VxBDh38FCrh,M,2013-02-06,5,C,A,D,A,D,E,B,A,C,D,C,D,E,B,C,B,A,D,B,E,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0
3mtbdYhOmjf3FdyJD9R8g,F,2012-06-28,5,C,NA,D,NA,D,B,D,D,C,D,A,B,A,B,D,A,D,A,B,A,2,1,NA,1,NA,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1
4QpffGxX2U7iNWXA3cPet,F,2011-11-12,5,C,A,C,B,E,D,D,A,E,D,A,C,E,A,A,A,D,A,B,E,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4XKyThPrs2lV1l9bWZ2xm,M,2013-05-18,5,D,A,C,B,E,A,C,E,D,C,A,B,C,E,B,D,A,D,B,E,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5MQJtsLkM5_k7bKQ4MhcR,M,2013-06-18,5,C,A,D,B,D,D,B,E,A,D,A,D,A,B,C,A,A,C,D,A,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1
663Sa1fhOvozHUOaZCmYI,F,2013-02-11,5,C,A,D,B,D,E,B,C,C,A,A,D,A,D,C,B,B,C,D,C,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0
6iamdFIrjM_GG5j8RcaPO,F,2012-11-04,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7363adk1d_gm2wQ_PfnVU,F,2012-11-06,5,C,A,C,B,D,E,B,A,A,A,C,B,A,A,A,A,B,A,D,C,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
7UXtPi3Ldeu9b0gZ3spe6,M,2013-08-18,5,A,A,C,B,D,B,A,D,B,C,A,B,C,B,D,A,D,A,B,E,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7f7nD9VoC3oTNdkTJlgOG,M,2012-12-21,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,A,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
7qlW2DS7U2KEHR1cqnTQ0,M,2013-04-26,5,C,A,C,B,D,B,D,A,A,B,A,B,A,B,A,A,D,A,C,A,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
8CwDw9ih2s8pIUciSzRUH,F,2013-05-31,5,C,A,B,B,A,A,A,B,C,D,A,D,A,A,B,B,A,A,C,A,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1
9cTPYax7aOtnf_44b-5K2,F,2013-03-30,5,C,A,D,B,D,E,B,C,C,D,A,D,E,B,C,B,A,B,D,B,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
A2xPTC_YUFy1OTdlzLw5J,F,2013-05-18,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,C,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
B5643VJb8wyHObrYlrrit,F,2012-09-06,5,C,A,D,B,D,E,C,B,C,D,A,D,E,B,D,A,A,A,B,E,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0
BrkXom9pTpy5Ik1Rmxki7,F,2012-10-17,5,C,A,E,B,D,B,A,D,A,D,A,E,A,E,B,C,E,C,B,E,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
C8QckBcUBFw4p10h7OfYD,M,2012-09-08,5,C,A,D,B,D,E,D,B,E,B,A,B,A,B,A,A,C,A,E,E,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0
CzJde7p0YdrTxyXMwXVl7,F,2012-11-29,5,C,A,B,B,D,E,B,D,D,C,D,D,E,B,E,A,A,B,C,D,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
DtbJaIzIogGoznT2myOZu,F,2013-07-14,5,B,C,E,A,E,E,B,C,D,A,D,B,D,A,C,A,B,A,C,E,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Dttee6RopoLnY9oaZYGH9,M,2013-07-31,5,C,NA,D,B,D,E,B,C,C,D,A,D,A,B,D,E,A,A,D,A,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
EqoTzXquVpO0KHCRZxEze,F,2013-06-20,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
G-iV0HFe-Nw07Ljovu1sh,F,2013-05-18,5,C,A,B,B,D,B,A,C,C,D,A,D,A,B,D,B,B,A,C,E,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0
GEHWawvRa5RsJIbty6hI5,M,2012-12-31,5,C,A,D,B,D,E,B,C,C,D,A,D,C,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
GTDWVP9lQPiR2-NzDhFaG,M,2012-12-25,5,C,A,D,B,D,B,C,B,C,D,A,B,A,B,D,A,A,C,B,E,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0
HVEPM34SfnQDgPOg3wdqW,M,2013-03-24,5,C,A,B,B,D,E,B,D,B,C,C,E,B,C,C,B,B,C,D,E,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
Hc2mLsJ03VKCQU5vkRLJR,F,2013-04-29,5,C,A,D,B,D,E,B,A,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
I4YzGv4nQfcSjEeTcHmdk,M,2013-01-24,5,C,C,E,D,D,B,E,D,D,B,A,C,A,D,C,E,B,C,E,C,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
IQFM22E26aNGQPfm_SWVc,M,2013-05-21,5,C,A,D,B,D,E,C,B,A,D,A,D,E,B,D,E,B,A,D,B,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0
IkVeWqGTHEdoRHyq2HqoY,M,2012-12-07,5,C,A,D,C,D,A,D,B,A,B,A,D,E,D,A,A,E,E,B,E,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
JYoZZl50G5cFv-8sQI6ls,M,2013-02-19,5,C,A,D,B,D,D,B,C,C,D,A,D,A,B,D,C,C,A,D,E,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
KNtlEmC1stXXtYtv33_1I,M,2013-08-30,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
KSvTGEdR1SJP9B-h7g0R-,M,2013-08-27,5,C,A,D,B,D,E,B,C,C,C,A,D,E,B,C,B,A,B,E,B,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0
KTZsFsgJdIOeY4GgP3IiI,F,2013-08-15,5,E,A,C,B,D,B,A,C,A,E,A,D,C,B,C,B,A,E,C,A,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1
LOgv6Klma_Z6NyOqJD7Em,F,2013-02-28,5,C,A,A,A,D,D,B,E,A,B,D,B,A,B,E,A,A,A,C,E,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0
Lx2p_oyz_gTg7NOZlPVbg,F,2013-05-25,5,C,A,D,B,D,E,NA,E,A,A,E,B,A,C,D,C,B,C,B,A,1,1,1,1,1,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1
MsE52h9InOuz7GzT--qBH,M,2013-03-10,5,C,A,C,B,D,B,D,D,C,E,A,B,A,B,B,D,D,C,B,A,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
NDT9h_Ek_qblQfoX9ThgV,M,2013-01-28,5,C,A,D,B,D,A,B,C,C,D,A,D,A,B,C,B,B,B,D,C,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
OPjDddPLY8jAM5dgVQzwV,M,2013-03-15,5,C,A,D,B,D,B,B,E,A,D,A,B,E,D,B,A,A,A,C,A,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
Ogd8IE0UDXstXhrz_Cyne,M,2013-03-16,5,C,A,C,B,D,E,A,A,B,B,A,D,A,B,C,C,A,A,B,A,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1
PZq3C1G5rG15xLZStmW1q,F,2013-07-17,5,C,A,C,B,NA,B,D,A,E,B,A,D,A,E,A,D,B,D,B,E,1,1,1,0,1,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Pmg973EqIg9TUQkygoosI,M,2012-11-03,5,C,A,C,B,D,B,A,E,C,B,A,B,A,E,B,A,B,A,B,A,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
PuQpRivObBx--0O96rc05,F,2012-09-03,5,C,D,D,B,D,A,A,E,B,D,B,B,A,B,B,B,A,A,C,A,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1
Pw36alXLEblw0k2Q2kxwh,M,2012-09-27,5,C,A,E,B,D,E,A,C,C,D,C,D,D,B,C,B,A,A,D,A,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
QMXzyNdMQGVck3ZzxGm0D,F,2013-04-11,5,C,A,D,B,D,A,D,C,D,D,A,C,A,B,D,E,A,A,B,C,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
QeS-giK-HfxfuMLRQPUKa,F,2013-05-25,5,A,D,C,B,A,D,A,C,B,A,E,A,B,C,E,A,B,C,A,C,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RSXxiCUTMLkx3UNIKSmpk,M,2013-03-30,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,B,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
RruIMVllWyG866e1FKuuo,F,2013-02-19,5,C,A,C,B,D,B,D,E,A,D,A,B,A,B,D,B,D,A,C,E,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0
RwJO00w4rt5f8RMBt9BZJ,F,2013-07-13,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ShJ2zpALvXGHC9pJAcUlu,F,2012-09-09,5,C,A,D,B,D,D,A,A,C,A,A,B,A,A,B,A,B,C,B,A,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
TMjtGlyNtudj5eMB30cLX,M,2013-03-26,5,C,A,D,B,D,E,B,C,C,D,A,D,A,C,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
TXa4BZ2TXEMz9odGDzAOC,F,2013-06-18,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
U4vhpXiOHfEDJYk3gnrql,F,2012-12-04,5,C,A,D,B,D,E,D,D,A,E,C,B,A,E,NA,D,E,D,B,A,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,0,0,0,0,1
UIrh0IXU3hV4ywDlHszHg,M,2012-10-20,5,C,A,D,B,D,E,B,C,C,D,A,D,A,E,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
UVK6dJ145uMc1m8NP4LLV,M,2013-04-07,5,C,A,D,B,D,B,D,E,E,B,C,A,A,D,B,A,E,B,E,E,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UajV58NWsdDlker0BP3H6,M,2012-12-15,5,C,A,B,B,D,B,B,D,C,D,A,D,E,B,D,B,A,D,B,E,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0
UcQ2LUCHvA8p4rBJlagIu,F,2013-03-03,5,C,A,C,B,D,B,D,A,E,D,A,D,A,B,C,B,A,A,D,A,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
UjyyJEEM-TjTivDbJE5Yu,F,2013-07-29,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,A,A,D,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UkxL0UR3m68UfqOHPCUPX,M,2012-10-08,5,C,A,D,B,D,B,B,A,B,E,B,B,E,D,C,B,C,A,B,C,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
V6tmwJBq3vTTdw0D6yn_8,F,2013-05-29,5,C,A,B,B,D,D,E,A,E,A,D,B,E,A,B,C,C,E,A,A,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VSraxKdvO1_OVEigH0-ds,F,2013-04-11,5,C,A,D,B,D,E,B,C,C,D,A,D,A,B,C,B,B,A,A,A,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
WH6buU_6psuFTaBfH5Wm-,M,2013-01-03,5,C,A,D,B,D,B,A,D,D,B,E,A,A,A,D,E,A,E,B,C,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Ww0WmC2Omef4Z8uqtL9Bx,F,2013-07-22,5,C,A,B,B,D,B,D,B,A,D,A,B,E,NA,NA,NA,NA,NA,NA,NA,7,1,1,0,1,1,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA
XEFDrpi2JpJkNg1rDtByS,F,2012-10-05,5,C,A,B,B,D,B,A,D,A,B,A,B,D,B,D,A,B,E,B,E,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
XimS3xYdsyhyjbmiNLUbu,M,2012-12-24,5,C,A,B,A,D,E,B,C,A,A,B,B,A,A,B,B,A,A,A,D,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
YIlufq6Bt70DwJpR4EEHj,F,2013-01-30,5,C,A,D,B,D,B,D,D,E,D,E,B,D,E,D,C,A,D,B,A,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
YQJwyNT66gZ1T-0ViSfyN,F,2013-02-07,5,C,A,D,B,D,B,A,A,A,D,A,A,A,B,D,D,A,A,B,A,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
YQp8QsShwdlUTy-dvD5aI,F,2012-10-17,5,C,A,D,B,D,E,B,C,C,A,B,B,A,B,D,A,A,E,C,A,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1
YZFE3RsD9iNyyYEPT6tYX,F,2013-07-19,5,C,A,C,B,D,B,D,E,E,A,NA,A,B,E,B,B,A,B,B,E,1,1,1,0,1,1,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,0
ZDyI2OyDLE5A5C4SNHn4t,F,2013-06-12,5,C,A,C,B,D,E,D,E,E,D,A,D,D,B,B,C,A,C,B,C,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
_37q-plrqhxUSxHDXpFnN,M,2012-10-07,5,C,A,D,B,D,B,A,B,D,D,A,D,A,B,D,D,A,A,B,A,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1
_JbkIdPZ3xOCm6glZXBAl,M,2012-10-26,5,C,A,D,B,D,B,B,E,B,A,E,D,A,B,A,E,A,NA,NA,A,2,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,NA,NA,1
_sLdXrimSz8vapGVyNcwX,M,2013-07-12,5,C,A,D,B,D,B,A,A,A,D,C,NA,B,B,E,E,C,B,C,C,1,1,1,1,1,1,0,0,0,0,1,0,NA,0,1,0,0,0,0,0,0
